episode_idx,seed,total_reward,n_steps,n_violation_steps,pf_failures,mean_step_ms,lambda,alpha,mean_qc,realised_cost,proj_infeasible_rate,proj_frozen_rate
68,424998154,36.632189,288,5,0,30.273,0.742411,0.003000,0.091606,0.004489,0.000000,0.000000
69,2017052990,31.641499,288,12,0,30.469,0.751117,0.003000,0.132473,0.027412,0.000000,0.000000
70,2712929623,36.069764,288,3,0,30.368,0.751377,0.003000,0.102324,0.010520,0.000000,0.000000
71,1016740767,39.474719,288,0,0,30.402,0.746377,0.003000,0.106113,0.000000,0.000000,0.000000
72,2237712524,31.489557,288,0,0,30.543,0.741377,0.003000,0.105630,0.000000,0.000000,0.000000
73,3375777953,22.655102,288,0,0,30.178,0.736377,0.003000,0.108189,0.000000,0.000000,0.000000
74,1096633325,22.285897,288,14,0,30.626,0.742890,0.003000,0.118312,0.023026,0.000000,0.000000
75,4255740081,15.106250,288,0,0,30.665,0.737890,0.003000,0.098817,0.000000,0.000000,0.000000
76,2263900495,13.522665,288,0,0,30.368,0.732890,0.003000,0.097512,0.000000,0.000000,0.000000
77,585780085,3.498870,288,0,0,30.319,0.727890,0.003000,0.074986,0.000000,0.000000,0.000000
78,1542010328,12.299072,288,0,0,30.553,0.722890,0.003000,0.081479,0.000000,0.000000,0.000000
79,3031323451,10.734733,288,2,0,30.433,0.718712,0.003000,0.080274,0.001644,0.000000,0.000000
80,822219291,13.384197,288,0,0,30.205,0.713712,0.003000,0.094709,0.000000,0.000000,0.000000
81,2149053017,23.893732,288,6,0,30.559,0.711849,0.003000,0.087003,0.006274,0.000000,0.000000
82,4208999662,9.380816,288,11,0,30.471,0.726963,0.003000,0.082343,0.040229,0.000000,0.000000
83,1993103901,22.679273,288,15,0,30.368,0.756789,0.003000,0.082479,0.069652,0.000000,0.000000
84,1340818323,15.924764,288,16,0,30.480,0.783295,0.003000,0.093855,0.063013,0.000000,0.000000
85,2171717396,24.879498,288,17,0,30.451,0.818467,0.003000,0.090126,0.080343,0.000000,0.000000
86,2715011374,21.324774,288,16,0,30.511,0.845663,0.003000,0.080761,0.064392,0.000000,0.000000
87,2989950181,23.427169,288,10,0,30.401,0.848669,0.003000,0.087920,0.016013,0.000000,0.000000
88,3860037791,28.077831,288,14,0,30.866,0.858196,0.003000,0.069252,0.029054,0.000000,0.000000
89,2408003605,26.879854,288,15,0,30.861,0.866758,0.003000,0.069213,0.027123,0.000000,0.000000
90,3326015541,30.625933,288,15,0,30.800,0.872646,0.003000,0.079674,0.021777,0.000000,0.000000
91,1292937957,26.263883,288,10,0,30.511,0.879356,0.003000,0.074899,0.023420,0.000000,0.000000
92,3998007362,16.626911,288,12,0,30.381,0.888294,0.003000,0.065939,0.027876,0.000000,0.000000
93,1495651081,26.697398,288,12,0,30.833,0.886883,0.003000,0.083864,0.007178,0.000000,0.000000
94,170741484,16.048900,288,5,0,30.404,0.882828,0.003000,0.066534,0.001892,0.000000,0.000000
95,2618201175,31.039066,288,9,0,29.978,0.882097,0.003000,0.066403,0.008537,0.000000,0.000000
96,846051119,26.432699,288,0,0,30.163,0.877097,0.003000,0.075165,0.000000,0.000000,0.000000
97,2191372356,29.927628,288,11,0,30.359,0.875254,0.003000,0.073946,0.006314,0.000000,0.000000
98,3668640281,26.527393,288,8,0,29.860,0.873655,0.003000,0.068663,0.006801,0.000000,0.000000
99,3429921547,8.168932,288,6,0,29.898,0.870074,0.003000,0.071251,0.002839,0.000000,0.000000
100,2499621482,22.307801,288,9,0,30.185,0.878273,0.003000,0.088575,0.026399,0.000000,0.000000
101,1826745058,10.713868,288,11,0,30.157,0.895919,0.003000,0.074428,0.045291,0.000000,0.000000
102,2299982627,14.648270,288,0,0,30.037,0.890924,0.003000,0.066432,0.000011,0.000000,0.000000
103,1033578321,10.798238,288,2,0,30.459,0.886815,0.003000,0.092675,0.001782,0.000000,0.000000
104,1557106047,8.539498,288,9,0,30.315,0.898038,0.003000,0.059894,0.032445,0.000000,0.000000
105,555951697,17.212350,288,9,0,30.196,0.898604,0.003000,0.076103,0.011133,0.000000,0.000000
106,3827721142,8.896713,288,17,0,30.576,0.932282,0.003000,0.053507,0.077356,0.000000,0.000000
107,3469498881,10.102779,288,21,0,30.461,0.990438,0.003000,0.075546,0.126310,0.000000,0.000000
108,1978651788,19.842811,288,16,0,30.089,1.037546,0.003000,0.073504,0.104217,0.000000,0.000000
109,940425490,21.421843,288,24,0,30.302,1.108523,0.003000,0.064580,0.151953,0.000000,0.000000
110,2504944930,18.813568,288,20,0,30.294,1.168999,0.003000,0.064652,0.130951,0.000000,0.000000
111,3402873625,28.115225,288,26,0,30.265,1.260884,0.003000,0.063036,0.193770,0.000000,0.000000
112,1467434487,20.561393,288,22,0,30.648,1.342662,0.003000,0.070035,0.173557,0.000000,0.000000
113,29173804,12.918965,288,18,0,30.521,1.418538,0.003000,0.057356,0.161751,0.000000,0.000000
114,2863984278,31.735720,288,0,0,30.462,1.413538,0.003000,0.068729,0.000000,0.000000,0.000000
115,260212611,25.169145,288,7,0,30.255,1.435975,0.003000,0.065793,0.054873,0.000000,0.000000
116,2467432765,22.766394,288,5,0,30.218,1.434288,0.003000,0.064809,0.006628,0.000000,0.000000
117,2581293180,19.715196,288,0,0,30.147,1.429288,0.003000,0.060978,0.000000,0.000000,0.000000
118,2199889891,12.675361,288,0,0,30.239,1.424288,0.003000,0.060091,0.000000,0.000000,0.000000
119,1570023525,27.637502,288,0,0,30.005,1.419288,0.003000,0.066565,0.000000,0.000000,0.000000
120,1721459646,15.655805,288,0,0,30.294,1.414288,0.003000,0.062977,0.000000,0.000000,0.000000
121,3429333075,35.362299,288,0,0,30.207,1.409288,0.003000,0.057485,0.000000,0.000000,0.000000
122,2094999333,22.477059,288,0,0,30.050,1.404288,0.003000,0.061103,0.000000,0.000000,0.000000
123,99787162,31.237681,288,0,0,30.196,1.399288,0.003000,0.055879,0.000000,0.000000,0.000000
124,1089277650,25.581780,288,0,0,30.759,1.394288,0.003000,0.061883,0.000000,0.000000,0.000000
125,2075233243,25.577346,288,0,0,30.244,1.389288,0.003000,0.065512,0.000000,0.000000,0.000000
126,923214733,31.356223,288,0,0,30.570,1.384288,0.003000,0.053332,0.000000,0.000000,0.000000
127,97940626,27.742088,288,0,0,30.167,1.379288,0.003000,0.058187,0.000000,0.000000,0.000000
128,3374511814,29.656016,288,0,0,30.366,1.374288,0.003000,0.061835,0.000000,0.000000,0.000000
129,516770839,19.514450,288,0,0,30.356,1.369288,0.003000,0.057424,0.000000,0.000000,0.000000
130,1043815569,35.376953,288,0,0,30.652,1.364288,0.003000,0.051584,0.000000,0.000000,0.000000
131,1609042257,13.152546,288,0,0,30.365,1.359288,0.003000,0.052793,0.000000,0.000000,0.000000
132,803826208,17.646026,288,0,0,30.472,1.354288,0.003000,0.048120,0.000000,0.000000,0.000000
133,1568860912,27.788009,288,0,0,30.220,1.349288,0.003000,0.053235,0.000000,0.000000,0.000000
134,3118733407,17.861475,288,0,0,30.616,1.344288,0.003000,0.051984,0.000000,0.000000,0.000000
135,2386925148,18.901684,288,0,0,30.422,1.339288,0.003000,0.044763,0.000000,0.000000,0.000000
136,3775214996,14.607192,288,0,0,30.311,1.334288,0.003000,0.044107,0.000000,0.000000,0.000000
137,3189358035,12.103867,288,3,0,30.696,1.330011,0.003000,0.048751,0.001446,0.000000,0.000000
138,1588863499,25.261446,288,0,0,30.426,1.325011,0.003000,0.046012,0.000000,0.000000,0.000000
139,2639769851,26.437118,288,0,0,30.549,1.320011,0.003000,0.047844,0.000000,0.000000,0.000000
140,1601933798,9.293142,288,3,0,30.251,1.316337,0.003000,0.046216,0.002652,0.000000,0.000000
141,2209859330,14.424597,288,11,0,29.981,1.316871,0.003000,0.046084,0.011068,0.000000,0.000000
142,1493154,10.672084,288,1,0,30.369,1.312183,0.003000,0.048194,0.000625,0.000000,0.000000
143,386382903,26.676433,288,8,0,30.250,1.312644,0.003000,0.045083,0.010920,0.000000,0.000000
144,3896220842,6.712353,288,12,0,30.653,1.336428,0.003000,0.043816,0.057568,0.000000,0.000000
145,3924060272,24.184446,288,7,0,30.503,1.342940,0.003000,0.045033,0.023025,0.000000,0.000000
146,24715866,1.264309,288,0,0,30.340,1.337940,0.003000,0.050098,0.000000,0.000000,0.000000
147,1029791067,21.044486,288,0,0,30.397,1.332940,0.003000,0.043933,0.000000,0.000000,0.000000
148,671315961,28.486249,288,0,0,30.414,1.327940,0.003000,0.045038,0.000000,0.000000,0.000000
149,1818298794,33.860345,288,3,0,30.706,1.324206,0.003000,0.042809,0.002532,0.000000,0.000000
150,177840676,10.594848,288,0,0,30.527,1.319206,0.003000,0.055987,0.000000,0.000000,0.000000
151,177204358,21.750680,288,18,0,30.326,1.341561,0.003000,0.052634,0.054710,0.000000,0.000000
152,1250514740,13.621776,288,23,0,30.136,1.414622,0.003000,0.044828,0.156121,0.000000,0.000000
153,1672990748,18.700099,288,13,0,30.443,1.418394,0.003000,0.044748,0.017544,0.000000,0.000000
154,2251016332,22.799104,288,10,0,30.740,1.429618,0.003000,0.041908,0.032450,0.000000,0.000000
155,299768430,18.877427,288,11,0,30.711,1.439128,0.003000,0.052619,0.029019,0.000000,0.000000
156,2475303624,9.076799,288,7,0,30.178,1.440498,0.003000,0.039935,0.012739,0.000000,0.000000
157,1925490095,16.180493,288,2,0,30.308,1.435657,0.003000,0.043304,0.000320,0.000000,0.000000
158,2570097883,16.831133,288,21,0,30.352,1.504123,0.003000,0.041975,0.146931,0.000000,0.000000
159,2248374140,15.232512,288,0,0,30.186,1.499123,0.003000,0.042171,0.000000,0.000000,0.000000
160,245052725,23.250775,288,17,0,30.352,1.575497,0.003000,0.041379,0.162748,0.000000,0.000000
161,53205906,23.262811,288,11,0,30.735,1.609311,0.003000,0.042311,0.077628,0.000000,0.000000
162,1756262428,21.672984,288,19,0,30.687,1.625127,0.003000,0.040270,0.041632,0.000000,0.000000
163,3259749245,20.771725,288,14,0,30.721,1.632525,0.003000,0.039143,0.024797,0.000000,0.000000
164,1495648574,20.835991,288,14,0,30.649,1.645376,0.003000,0.038582,0.035700,0.000000,0.000000
165,776565497,16.969947,288,16,0,30.349,1.660084,0.003000,0.049477,0.039417,0.000000,0.000000
166,1859325957,5.584109,288,5,0,30.856,1.656122,0.003000,0.036090,0.002076,0.000000,0.000000
167,2174131097,17.527133,288,17,0,30.515,1.688467,0.003000,0.034558,0.074689,0.000000,0.000000
168,1489584910,11.974372,288,17,0,30.561,1.718501,0.003000,0.036827,0.070068,0.000000,0.000000
169,924021096,14.355581,288,21,0,30.088,1.760082,0.003000,0.052662,0.093163,0.000000,0.000000
170,288548221,13.862549,288,13,0,29.990,1.780761,0.003000,0.050907,0.051359,0.000000,0.000000
171,1368971807,21.028471,288,1,0,30.289,1.776058,0.003000,0.036732,0.000594,0.000000,0.000000
172,307193321,11.628779,288,8,0,30.023,1.786753,0.003000,0.038451,0.031390,0.000000,0.000000
173,2660119280,6.943863,288,4,0,30.855,1.786205,0.003000,0.074611,0.008904,0.000000,0.000000
174,1242619534,5.800052,288,6,0,30.495,1.785834,0.003000,0.066849,0.009257,0.000000,0.000000
175,209316551,9.924621,288,0,0,30.932,1.780834,0.003000,0.100205,0.000000,0.000000,0.000000
176,2222834806,17.919025,288,5,0,30.832,1.779417,0.003000,0.094760,0.007167,0.000000,0.000000
177,1046392228,9.374031,288,0,0,30.692,1.774417,0.003000,0.060215,0.000000,0.000000,0.000000
178,1966507067,6.622516,288,0,0,30.514,1.769417,0.003000,0.061613,0.000000,0.000000,0.000000
179,3331938211,2.600330,288,0,0,30.667,1.764417,0.003000,0.076020,0.000000,0.000000,0.000000
180,2071117780,4.710369,288,11,0,30.749,1.784255,0.003000,0.067282,0.049676,0.000000,0.000000
181,2980867999,12.740610,288,7,0,30.625,1.795648,0.003000,0.107129,0.032787,0.000000,0.000000
182,4163449620,2.059483,288,14,0,30.736,1.839136,0.003000,0.064843,0.096975,0.000000,0.000000
183,1532981924,15.976903,288,5,0,30.255,1.838897,0.003000,0.083521,0.009523,0.000000,0.000000
184,985897149,0.922517,288,0,0,30.923,1.833897,0.003000,0.093696,0.000000,0.000000,0.000000
185,2454485984,7.102727,288,0,0,30.935,1.828897,0.003000,0.126031,0.000000,0.000000,0.000000
186,2866302856,10.677012,288,0,0,31.211,1.823897,0.003000,0.101080,0.000000,0.000000,0.000000
187,2464224558,13.900603,288,7,0,31.442,1.825143,0.003000,0.094944,0.012492,0.000000,0.000000
188,4140330324,19.789709,288,2,0,31.000,1.820779,0.003000,0.110513,0.001271,0.000000,0.000000
189,1300053867,23.159882,288,12,0,31.144,1.845348,0.003000,0.190299,0.059139,0.000000,0.000000
190,4261542279,17.906284,288,1,0,31.268,1.840655,0.003000,0.123780,0.000614,0.000000,0.000000
191,749977379,6.632482,288,11,0,30.959,1.867392,0.003000,0.150814,0.063474,0.000000,0.000000
192,180149712,17.513018,288,12,0,31.114,1.869172,0.003000,0.123769,0.013559,0.000000,0.000000
193,2201410806,21.385066,288,7,0,30.762,1.865225,0.003000,0.130646,0.002106,0.000000,0.000000
194,3886736409,20.078319,288,10,0,30.888,1.875648,0.003000,0.154401,0.030847,0.000000,0.000000
195,842027699,9.924225,288,10,0,30.775,1.894565,0.003000,0.141850,0.047834,0.000000,0.000000
196,3151663468,10.141847,288,6,0,30.372,1.891675,0.003000,0.157778,0.004219,0.000000,0.000000
197,2567218366,0.991369,288,0,0,30.915,1.886675,0.003000,0.170712,0.000000,0.000000,0.000000
198,2104317630,1.947131,288,11,0,30.770,1.888382,0.003000,0.170755,0.013415,0.000000,0.000000
199,1291117712,5.314027,288,3,0,30.612,1.884762,0.003000,0.190985,0.002760,0.000000,0.000000
