episode_idx,seed,total_reward,n_steps,n_violation_steps,pf_failures,mean_step_ms,lambda,alpha,mean_qc,realised_cost,proj_infeasible_rate,proj_frozen_rate
78,1024592249,28.447909,288,13,0,31.324,1.104627,0.003000,0.322379,0.068098,0.000000,0.000000
79,410973980,32.541124,288,0,0,31.585,1.099627,0.003000,0.274546,0.000000,0.000000,0.000000
80,3767981615,27.044269,288,1,0,31.072,1.094810,0.003000,0.352860,0.000365,0.000000,0.000000
81,3334362923,39.791452,288,4,0,30.919,1.094492,0.003000,0.285538,0.009364,0.000000,0.000000
82,3572927758,34.261316,288,14,0,30.772,1.134654,0.003000,0.300956,0.090325,0.000000,0.000000
83,400591042,31.493136,288,19,0,30.687,1.241071,0.003000,0.304550,0.222833,0.000000,0.000000
84,2208391617,12.286655,288,0,0,31.130,1.236071,0.003000,0.229582,0.000000,0.000000,0.000000
85,3620294336,30.129147,288,6,0,30.917,1.238624,0.003000,0.275181,0.015107,0.000000,0.000000
86,2896847409,26.131603,288,0,0,31.295,1.233624,0.003000,0.321056,0.000000,0.000000,0.000000
87,3662547515,38.340051,288,4,0,31.099,1.230207,0.003000,0.284396,0.003166,0.000000,0.000000
88,2861883717,27.655720,288,0,0,31.169,1.225207,0.003000,0.307475,0.000000,0.000000,0.000000
89,782718806,38.013289,288,12,0,31.256,1.246013,0.003000,0.333277,0.051613,0.000000,0.000000
90,1759471997,35.981797,288,0,0,31.473,1.241013,0.003000,0.316016,0.000000,0.000000,0.000000
91,370724186,38.976980,288,0,0,31.090,1.236013,0.003000,0.286430,0.000000,0.000000,0.000000
92,744402550,38.135577,288,0,0,31.316,1.231013,0.003000,0.317130,0.000000,0.000000,0.000000
93,469160099,31.669786,288,4,0,31.378,1.228458,0.003000,0.269457,0.004890,0.000000,0.000000
94,2755637202,28.695962,288,7,0,31.339,1.231427,0.003000,0.266207,0.015938,0.000000,0.000000
95,319334741,31.208864,288,0,0,30.650,1.226427,0.003000,0.317148,0.000000,0.000000,0.000000
96,133382041,23.492073,288,0,0,30.627,1.221427,0.003000,0.282843,0.000000,0.000000,0.000000
97,599466251,37.376278,288,10,0,30.764,1.223601,0.003000,0.289529,0.014348,0.000000,0.000000
98,1946706454,34.853158,288,15,0,31.308,1.269178,0.003000,0.274703,0.101153,0.000000,0.000000
99,3283947455,35.361984,288,20,0,31.203,1.317669,0.003000,0.274234,0.106982,0.000000,0.000000
100,4155122377,33.266196,288,10,0,30.884,1.328808,0.003000,0.240511,0.032278,0.000000,0.000000
101,1067284554,38.687037,288,1,0,31.175,1.323898,0.003000,0.295389,0.000181,0.000000,0.000000
102,2307474960,34.574523,288,20,0,31.036,1.373415,0.003000,0.247661,0.109034,0.000000,0.000000
103,1854887073,25.784510,288,18,0,31.233,1.424456,0.003000,0.267547,0.112081,0.000000,0.000000
104,458726323,28.270772,288,0,0,31.340,1.419456,0.003000,0.259570,0.000000,0.000000,0.000000
105,2195509363,28.143601,288,22,0,31.319,1.505202,0.003000,0.221256,0.181492,0.000000,0.000000
106,4238392148,32.537620,288,12,0,30.970,1.516398,0.003000,0.255406,0.032393,0.000000,0.000000
107,3542227419,25.495523,288,9,0,31.095,1.530846,0.003000,0.229134,0.038896,0.000000,0.000000
108,789610012,24.943988,288,2,0,31.221,1.526479,0.003000,0.288557,0.001265,0.000000,0.000000
109,3196558458,20.415333,288,13,0,31.216,1.541280,0.003000,0.237709,0.039602,0.000000,0.000000
110,363816118,28.015865,288,17,0,31.227,1.601616,0.003000,0.203768,0.130674,0.000000,0.000000
111,3801339951,26.648231,288,18,0,31.320,1.621565,0.003000,0.258395,0.049896,0.000000,0.000000
112,535007122,27.966429,288,17,0,31.595,1.659512,0.003000,0.233434,0.085894,0.000000,0.000000
113,304783085,19.957574,288,27,0,30.995,1.729468,0.003000,0.247672,0.149912,0.000000,0.000000
114,22200659,23.383551,288,13,0,31.333,1.751689,0.003000,0.234461,0.054441,0.000000,0.000000
115,522598030,15.742597,288,11,0,31.066,1.766938,0.003000,0.249705,0.040499,0.000000,0.000000
116,26157706,24.870179,288,20,0,31.465,1.837620,0.003000,0.216728,0.151365,0.000000,0.000000
117,1303117541,28.107580,288,23,0,31.041,1.905504,0.003000,0.221312,0.145767,0.000000,0.000000
118,1006328808,24.565563,288,0,0,31.107,1.900504,0.003000,0.241887,0.000000,0.000000,0.000000
119,3404295555,26.147882,288,16,0,31.233,1.957986,0.003000,0.216875,0.124965,0.000000,0.000000
120,1201417908,30.751576,288,7,0,31.023,1.962284,0.003000,0.225527,0.018596,0.000000,0.000000
121,2973511734,33.070191,288,17,0,30.699,2.032836,0.003000,0.219868,0.151103,0.000000,0.000000
122,200755173,21.199309,288,0,0,30.707,2.027836,0.003000,0.233055,0.000000,0.000000,0.000000
123,2063624996,25.281368,288,14,0,30.904,2.061814,0.003000,0.226442,0.077955,0.000000,0.000000
124,3727101363,31.705725,288,16,0,30.514,2.133614,0.003000,0.231477,0.153601,0.000000,0.000000
125,3889397918,19.125450,288,0,0,30.744,2.128614,0.003000,0.247324,0.000000,0.000000,0.000000
126,2847267937,27.769404,288,0,0,30.835,2.123614,0.003000,0.220904,0.000000,0.000000,0.000000
127,3286884486,29.485756,288,9,0,30.764,2.144190,0.003000,0.217680,0.051152,0.000000,0.000000
128,2755911956,39.383585,288,18,0,30.805,2.227415,0.003000,0.225346,0.176451,0.000000,0.000000
129,3049957107,39.733754,288,0,0,30.869,2.222415,0.003000,0.225307,0.000000,0.000000,0.000000
130,1967297069,36.513365,288,0,0,30.695,2.217415,0.003000,0.221208,0.000000,0.000000,0.000000
131,1655349045,38.445602,288,6,0,31.009,2.219689,0.003000,0.227082,0.014547,0.000000,0.000000
132,306291157,33.173606,288,24,0,30.633,2.277192,0.003000,0.234309,0.125005,0.000000,0.000000
133,993995542,34.053990,288,3,0,31.339,2.277742,0.003000,0.223749,0.011102,0.000000,0.000000
134,1973972826,26.509800,288,13,0,31.091,2.304088,0.003000,0.192808,0.062690,0.000000,0.000000
135,1675202024,41.771725,288,13,0,31.001,2.333235,0.003000,0.203126,0.068294,0.000000,0.000000
136,245083496,34.269500,288,16,0,30.849,2.366208,0.003000,0.211466,0.075947,0.000000,0.000000
137,3036911005,34.068226,288,0,0,30.947,2.361208,0.003000,0.209711,0.000000,0.000000,0.000000
138,205084312,32.433309,288,0,0,31.058,2.356208,0.003000,0.204417,0.000000,0.000000,0.000000
139,2748678017,36.549627,288,7,0,30.932,2.388479,0.003000,0.200909,0.074542,0.000000,0.000000
140,773651357,33.689667,288,0,0,30.923,2.383479,0.003000,0.197177,0.000000,0.000000,0.000000
141,1414275177,35.263941,288,0,0,30.665,2.378479,0.003000,0.187484,0.000000,0.000000,0.000000
142,1212923749,39.264713,288,10,0,31.061,2.394574,0.003000,0.204438,0.042190,0.000000,0.000000
143,1216614537,20.335157,288,18,0,31.028,2.449641,0.003000,0.218147,0.120134,0.000000,0.000000
144,2168571548,40.729406,288,14,0,30.913,2.488670,0.003000,0.187299,0.088059,0.000000,0.000000
145,2006644999,37.470339,288,5,0,31.088,2.493711,0.003000,0.198033,0.020082,0.000000,0.000000
146,2367276774,37.792371,288,0,0,30.671,2.488711,0.003000,0.191432,0.000000,0.000000,0.000000
147,3374670354,31.596071,288,6,0,30.826,2.489125,0.003000,0.195024,0.010827,0.000000,0.000000
148,2134627516,40.301834,288,16,0,30.701,2.536121,0.003000,0.213769,0.103992,0.000000,0.000000
149,2370057104,40.998419,288,19,0,30.934,2.583174,0.003000,0.211121,0.104106,0.000000,0.000000
150,609871999,38.222666,288,7,0,31.105,2.584381,0.003000,0.205251,0.012414,0.000000,0.000000
151,1484187463,33.810931,288,17,0,31.213,2.628380,0.003000,0.219151,0.097998,0.000000,0.000000
152,1503238873,37.747736,288,18,0,31.161,2.679682,0.003000,0.195084,0.112602,0.000000,0.000000
153,3175584677,30.029528,288,15,0,30.927,2.729388,0.003000,0.204459,0.109413,0.000000,0.000000
154,2044959639,32.496655,288,15,0,30.970,2.747645,0.003000,0.225173,0.046513,0.000000,0.000000
155,1700531625,30.768647,288,18,0,30.900,2.804251,0.003000,0.214854,0.123213,0.000000,0.000000
156,2879276501,29.623409,288,4,0,30.660,2.799908,0.003000,0.219490,0.001313,0.000000,0.000000
157,912232306,45.507384,288,14,0,30.959,2.824183,0.003000,0.198343,0.058550,0.000000,0.000000
158,1644699425,37.731179,288,13,0,30.458,2.847598,0.003000,0.216428,0.056830,0.000000,0.000000
159,690249658,29.738396,288,19,0,30.727,2.920424,0.003000,0.241113,0.155652,0.000000,0.000000
160,339199359,21.955588,288,5,0,30.758,2.919051,0.003000,0.229566,0.007254,0.000000,0.000000
161,3659220161,30.351103,288,11,0,30.693,2.931378,0.003000,0.230376,0.034653,0.000000,0.000000
162,2801045872,27.156089,288,15,0,30.845,2.970496,0.003000,0.261719,0.088236,0.000000,0.000000
163,3080000687,23.416543,288,4,0,30.737,2.966518,0.003000,0.248580,0.002045,0.000000,0.000000
164,3131443573,23.760930,288,8,0,30.896,2.966374,0.003000,0.252726,0.009712,0.000000,0.000000
165,1322058318,21.048595,288,8,0,30.757,2.983919,0.003000,0.272188,0.045090,0.000000,0.000000
166,2714203658,29.518827,288,18,0,30.980,3.076124,0.003000,0.267182,0.194410,0.000000,0.000000
167,3235824661,26.020682,288,14,0,30.878,3.116451,0.003000,0.254681,0.090653,0.000000,0.000000
168,3865856167,27.124423,288,14,0,30.588,3.187591,0.003000,0.254413,0.152282,0.000000,0.000000
169,2795308108,29.598571,288,23,0,30.559,3.273081,0.003000,0.270401,0.180978,0.000000,0.000000
170,2612873017,31.989411,288,13,0,30.863,3.335939,0.003000,0.270013,0.135716,0.000000,0.000000
171,79412486,25.512099,288,6,0,30.707,3.347218,0.003000,0.259501,0.032558,0.000000,0.000000
172,2735798520,22.409108,288,7,0,30.749,3.356270,0.003000,0.312356,0.028105,0.000000,0.000000
173,1437014397,24.865042,288,8,0,30.834,3.369507,0.003000,0.255304,0.036473,0.000000,0.000000
174,2832398618,25.884642,288,0,0,31.073,3.364507,0.003000,0.249045,0.000000,0.000000,0.000000
175,2084498177,32.061602,288,0,0,31.284,3.359507,0.003000,0.308546,0.000000,0.000000,0.000000
176,2340122064,24.021846,288,11,0,31.358,3.408137,0.003000,0.305551,0.107261,0.000000,0.000000
177,3350467333,20.128875,288,5,0,31.601,3.407582,0.003000,0.320927,0.008890,0.000000,0.000000
178,2990531610,26.629945,288,1,0,31.593,3.402649,0.003000,0.291093,0.000133,0.000000,0.000000
179,2754062843,34.344509,288,10,0,31.145,3.426542,0.003000,0.288304,0.057787,0.000000,0.000000
180,587258056,24.749711,288,20,0,31.380,3.492860,0.003000,0.313470,0.142637,0.000000,0.000000
181,3918303593,17.630185,288,5,0,31.339,3.490898,0.003000,0.286429,0.006076,0.000000,0.000000
182,4018221399,26.561024,288,24,0,31.028,3.572428,0.003000,0.321742,0.173059,0.000000,0.000000
183,4145257438,18.036341,288,25,0,31.225,3.641924,0.003000,0.304481,0.148993,0.000000,0.000000
184,23755902,29.226426,288,25,0,31.017,3.732574,0.003000,0.326201,0.191300,0.000000,0.000000
185,1546531334,26.622516,288,27,0,31.216,3.812587,0.003000,0.322528,0.170026,0.000000,0.000000
186,3716867833,33.920609,288,19,0,31.190,3.870921,0.003000,0.336111,0.126669,0.000000,0.000000
187,3549950741,23.865718,288,25,0,30.908,3.955923,0.003000,0.317801,0.180003,0.000000,0.000000
188,2826480638,30.187454,288,13,0,31.144,3.985342,0.003000,0.333536,0.068838,0.000000,0.000000
189,1427897194,41.314416,288,21,0,31.149,4.061889,0.003000,0.393471,0.163094,0.000000,0.000000
190,3059088983,39.837229,288,12,0,31.876,4.073612,0.003000,0.380752,0.033446,0.000000,0.000000
191,2607584229,34.753747,288,14,0,31.194,4.092044,0.003000,0.380100,0.046864,0.000000,0.000000
192,2372849205,31.972686,288,16,0,31.434,4.113748,0.003000,0.403565,0.053408,0.000000,0.000000
193,933505764,34.965221,288,20,0,31.456,4.209599,0.003000,0.381535,0.201701,0.000000,0.000000
194,2675469546,36.747675,288,28,0,31.566,4.313240,0.003000,0.485588,0.217283,0.000000,0.000000
195,2964101071,22.086779,288,6,0,31.403,4.312409,0.003000,0.360939,0.008338,0.000000,0.000000
196,3527345644,33.402462,288,21,0,31.403,4.411167,0.003000,0.461754,0.207514,0.000000,0.000000
197,3792023450,30.535615,288,23,0,31.380,4.486628,0.003000,0.507437,0.160923,0.000000,0.000000
198,1207867316,19.511144,288,19,0,31.668,4.551014,0.003000,0.436021,0.138771,0.000000,0.000000
199,2480479794,29.988873,288,22,0,30.865,4.605022,0.003000,0.780277,0.118016,0.000000,0.000000
